trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
367,False,"{'a': 0.003, 'e': 0.3335374920516932}",25,2,-80.14437914531123,"{0: 17, 1: 1, 2: 2, 3: 2, 4: 1}",1
368,False,"{'a': 0.003, 'e': 0.3325383789944587}",25,12,-10.887620470210425,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
369,False,"{'a': 0.003, 'e': 0.3315422587848797}",20,8,-1.4254124579900833,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
370,False,"{'a': 0.003, 'e': 0.3305491224578677}",25,0,-43.0086082054531,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
371,False,"{'a': 0.003, 'e': 0.32955896107518906}",20,0,15.814305490583957,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
372,False,"{'a': 0.003, 'e': 0.3285717657253846}",20,10,10.001982226776615,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.003, 'e': 0.3275875275236895}",20,13,0.802327836121842,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
374,False,"{'a': 0.003, 'e': 0.3266062376119534}",35,0,-15.951775898555232,"{0: 31, 1: 2, 2: 1, 3: 0, 4: 1}",0
375,False,"{'a': 0.003, 'e': 0.32562788715856034}",20,6,-87.6595339554622,"{0: 7, 1: 2, 2: 3, 3: 1, 4: 1}",1
376,False,"{'a': 0.003, 'e': 0.32465246735834974}",25,0,-46.98185329579093,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
377,False,"{'a': 0.003, 'e': 0.3236799694325367}",25,8,-6.613771023011463,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
378,False,"{'a': 0.003, 'e': 0.3227103846286335}",20,0,-99.2849287616238,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
379,False,"{'a': 0.003, 'e': 0.32174370422037013}",25,0,-5.202088522296393,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
380,False,"{'a': 0.003, 'e': 0.3207799195076166}",25,11,24.598799731225935,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.003, 'e': 0.31981902181630384}",20,0,-61.78766885198338,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
382,False,"{'a': 0.003, 'e': 0.3188610024983463}",20,14,11.242932983763072,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.003, 'e': 0.3179058529315635}",25,15,-10.65700027189897,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
384,False,"{'a': 0.003, 'e': 0.31695356451960294}",25,0,-64.35703340949762,"{0: 21, 1: 0, 2: 1, 3: 2, 4: 1}",0
385,False,"{'a': 0.003, 'e': 0.31600412869186245}",30,0,-76.28874602903817,"{0: 24, 1: 0, 2: 4, 3: 0, 4: 2}",0
386,False,"{'a': 0.003, 'e': 0.3150575369034133}",20,12,0.25833667855998765,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
387,False,"{'a': 0.003, 'e': 0.31411378063492296}",25,12,14.817643487448784,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
388,False,"{'a': 0.003, 'e': 0.3131728513925785}",30,7,36.72450994167605,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.003, 'e': 0.31223474070801055}",20,0,-69.85524868272807,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
390,False,"{'a': 0.003, 'e': 0.3112994401382165}",20,0,24.271165725080827,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.003, 'e': 0.31036694126548503}",30,2,-29.35615568163929,"{0: 24, 1: 0, 2: 3, 3: 0, 4: 1}",1
392,False,"{'a': 0.003, 'e': 0.30943723569731985}",20,0,-70.85066107050038,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
393,False,"{'a': 0.003, 'e': 0.3085103150663647}",25,10,-28.473136872073596,"{0: 12, 1: 0, 2: 1, 3: 2, 4: 0}",1
394,False,"{'a': 0.003, 'e': 0.3075861710303276}",30,10,19.233281147751406,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
395,False,"{'a': 0.003, 'e': 0.306664795271906}",25,10,4.977020000921315,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
396,False,"{'a': 0.003, 'e': 0.30574617949871175}",25,0,-24.397484212310783,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
397,False,"{'a': 0.003, 'e': 0.30483031544319683}",20,2,20.214018918850577,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.003, 'e': 0.3039171948625785}",20,12,16.319385593250182,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.003, 'e': 0.3030068095387654}",30,22,15.624568658288304,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.003, 'e': 0.3020991512782834}",20,7,25.83837991422252,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.003, 'e': 0.30119421191220214}",25,0,20.730031220933874,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
402,False,"{'a': 0.003, 'e': 0.30029198329606105}",20,3,12.505457375873963,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
403,False,"{'a': 0.003, 'e': 0.2993924573097967}",30,7,-35.93042266781152,"{0: 19, 1: 0, 2: 2, 3: 2, 4: 0}",1
404,False,"{'a': 0.003, 'e': 0.2984956258576689}",25,10,-20.712915030135434,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
405,False,"{'a': 0.003, 'e': 0.29760148086818883}",20,12,16.247239462277143,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.003, 'e': 0.29671001429404525}",20,15,11.030089667675568,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.003, 'e': 0.2958212181120332}",25,4,5.45689990851836,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
408,False,"{'a': 0.003, 'e': 0.2949350843229809}",20,0,-14.615653120568709,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
409,False,"{'a': 0.003, 'e': 0.29405160495167837}",20,4,18.096246293181764,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.003, 'e': 0.2931707720468052}",25,12,-42.82294400728781,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
411,False,"{'a': 0.003, 'e': 0.2922925776808594}",25,1,2.0792794132047803,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
412,False,"{'a': 0.003, 'e': 0.2914170139500857}",25,9,-66.68733669848157,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 2}",1
413,False,"{'a': 0.003, 'e': 0.2905440729744046}",25,12,19.318681740504005,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.003, 'e': 0.2896737468973414}",20,13,14.601606174323244,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.003, 'e': 0.28880602788595566}",20,0,27.32725972157383,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
416,False,"{'a': 0.003, 'e': 0.2879409081307702}",30,18,20.027525709274073,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.003, 'e': 0.28707837984570167}",20,3,-20.60275804490165,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 0}",1
418,False,"{'a': 0.003, 'e': 0.28621843526798946}",30,0,-123.31679924561115,"{0: 23, 1: 3, 2: 0, 3: 1, 4: 3}",0
419,False,"{'a': 0.003, 'e': 0.28536106665812666}",25,11,-34.538529343048936,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
420,False,"{'a': 0.003, 'e': 0.2845062662997899}",30,13,14.993468487749324,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
421,False,"{'a': 0.003, 'e': 0.2836540264997704}",30,0,47.047998129405194,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
422,False,"{'a': 0.003, 'e': 0.2828043395879039}",20,0,-27.474773654912788,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
423,False,"{'a': 0.003, 'e': 0.28195719791700274}",25,17,14.790974058593093,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.003, 'e': 0.281112593862786}",25,0,-16.482512712627287,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
425,False,"{'a': 0.003, 'e': 0.28027051982381157}",25,10,-32.70952486532708,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
426,False,"{'a': 0.003, 'e': 0.2794309682214073}",25,2,29.058613538714386,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.003, 'e': 0.27859393149960326}",25,5,22.297642298362476,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
428,False,"{'a': 0.003, 'e': 0.2777594021250632}",25,4,-14.55742232969843,"{0: 17, 1: 2, 2: 1, 3: 1, 4: 0}",1
429,False,"{'a': 0.003, 'e': 0.2769273725870171}",25,0,2.9744918309210453,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
430,False,"{'a': 0.003, 'e': 0.2760978353971936}",25,15,7.711964977584947,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
431,False,"{'a': 0.003, 'e': 0.27527078308975234}",25,8,-8.905573863916768,"{0: 14, 1: 2, 2: 0, 3: 1, 4: 0}",1
432,False,"{'a': 0.003, 'e': 0.27444620822121696}",25,5,-0.867150955170253,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
433,False,"{'a': 0.003, 'e': 0.27362410337040804}",25,9,-7.508531792947197,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
434,False,"{'a': 0.003, 'e': 0.2728044611383765}",30,12,-24.454674023593,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
435,False,"{'a': 0.003, 'e': 0.2719872741483365}",20,15,2.8806890046861815,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.003, 'e': 0.2711725350455999}",35,17,20.183422172638615,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
437,False,"{'a': 0.003, 'e': 0.270360236497509}",25,0,-48.77156094481982,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
438,False,"{'a': 0.003, 'e': 0.2695503711933716}",25,12,-15.130298450431143,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
439,False,"{'a': 0.003, 'e': 0.26874293184439435}",25,7,-41.10238385404284,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
440,False,"{'a': 0.003, 'e': 0.26793791118361776}",20,9,-31.81604607650812,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
441,False,"{'a': 0.003, 'e': 0.26713530196585034}",30,0,-17.071563465471346,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 1}",0
442,False,"{'a': 0.003, 'e': 0.2663350969676039}",25,14,22.23115979752224,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.003, 'e': 0.2655372889870278}",25,2,-29.43275940103859,"{0: 20, 1: 0, 2: 0, 3: 3, 4: 0}",1
444,False,"{'a': 0.003, 'e': 0.26474187084384504}",30,14,-0.49594620383818944,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
445,False,"{'a': 0.003, 'e': 0.2639488353792868}",25,13,10.626885221887008,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.003, 'e': 0.2631581754560287}",20,0,21.188307049621706,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
447,False,"{'a': 0.003, 'e': 0.262369883958126}",25,5,11.921020905893043,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
448,False,"{'a': 0.003, 'e': 0.26158395379094995}",30,0,37.08891123831252,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
449,False,"{'a': 0.003, 'e': 0.26080037788112365}",20,12,16.88109875329066,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.003, 'e': 0.26001914917645874}",20,0,-28.88308133386719,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
451,False,"{'a': 0.003, 'e': 0.2592402606458915}",20,2,-6.6417344793778526,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
452,False,"{'a': 0.003, 'e': 0.25846370527942}",20,0,-14.936830445149207,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
453,False,"{'a': 0.003, 'e': 0.25768947608804055}",35,15,-16.516952018658397,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",1
454,False,"{'a': 0.003, 'e': 0.25691756610368544}",25,6,-35.97399612834834,"{0: 16, 1: 0, 2: 0, 3: 3, 4: 0}",1
455,False,"{'a': 0.003, 'e': 0.2561479683791593}",25,8,20.51895668549497,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
456,False,"{'a': 0.003, 'e': 0.2553806759880777}",25,16,14.814231379558795,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.003, 'e': 0.2546156820248037}",20,12,5.635031042394736,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
458,False,"{'a': 0.003, 'e': 0.2538529796043867}",30,15,-3.464329436512145,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
459,False,"{'a': 0.003, 'e': 0.25309256186249957}",25,11,-28.193736131005966,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
460,False,"{'a': 0.003, 'e': 0.25233442195537764}",20,8,19.042736354910772,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.003, 'e': 0.25157855305975646}",30,17,-8.206109764185273,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
462,False,"{'a': 0.003, 'e': 0.2508249483728111}",20,13,0.194031139858025,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
463,False,"{'a': 0.003, 'e': 0.2500736011120941}",30,3,14.205351238539032,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 0}",1
464,False,"{'a': 0.003, 'e': 0.2493245045154751}",20,7,13.294400720175442,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
465,False,"{'a': 0.003, 'e': 0.24857765184107966}",30,16,22.858999994748096,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.003, 'e': 0.24783303636722875}",25,11,11.038457655633753,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
467,False,"{'a': 0.003, 'e': 0.24709065139237796}",20,0,-13.16132444114678,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
468,False,"{'a': 0.003, 'e': 0.24635049023505762}",25,13,8.693087219848508,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
469,False,"{'a': 0.003, 'e': 0.2456125462338122}",30,6,11.75079939122407,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
470,False,"{'a': 0.003, 'e': 0.24487681274714082}",30,19,-11.164132979942975,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
471,False,"{'a': 0.003, 'e': 0.2441432831534371}",25,5,-26.12484893199381,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",1
472,False,"{'a': 0.003, 'e': 0.24341195085092968}",20,6,17.786800516722902,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.003, 'e': 0.24268280925762298}",20,0,16.320617038410933,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
474,False,"{'a': 0.003, 'e': 0.24195585181123766}",25,0,-38.84658580854615,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
475,False,"{'a': 0.003, 'e': 0.24123107196915192}",25,10,-12.57215216408122,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
476,False,"{'a': 0.003, 'e': 0.24050846320834213}",20,10,5.331002856085311,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
477,False,"{'a': 0.003, 'e': 0.2397880190253247}",20,10,16.710629448177293,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.003, 'e': 0.23906973293609704}",20,10,-66.3639176786345,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
479,False,"{'a': 0.003, 'e': 0.23835359847607956}",25,0,-3.0424682513027603,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
480,False,"{'a': 0.003, 'e': 0.2376396092000572}",20,5,-25.503638936520804,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
481,False,"{'a': 0.003, 'e': 0.23692775868212176}",20,13,-4.692936627510201,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
482,False,"{'a': 0.003, 'e': 0.23621804051561368}",30,0,25.08727995017925,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
483,False,"{'a': 0.003, 'e': 0.23551044831306475}",25,16,-38.15664712130612,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
484,False,"{'a': 0.003, 'e': 0.2348049757061403}",20,8,-44.3116272283538,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
485,False,"{'a': 0.003, 'e': 0.2341016163455822}",20,16,8.024980514234134,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.003, 'e': 0.23340036390115132}",20,3,-9.735317312919344,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
487,False,"{'a': 0.003, 'e': 0.23270121206157107}",25,7,-5.154913984797442,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
488,False,"{'a': 0.003, 'e': 0.23200415453447004}",20,6,10.097079583157516,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
489,False,"{'a': 0.003, 'e': 0.23130918504632592}",30,10,25.0850458558313,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
490,False,"{'a': 0.003, 'e': 0.2306162973424085}",20,0,-2.673443865861055,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
491,False,"{'a': 0.003, 'e': 0.22992548518672384}",30,0,32.05276032238328,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
492,False,"{'a': 0.003, 'e': 0.22923674236195785}",25,12,3.6449124025593576,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
493,False,"{'a': 0.003, 'e': 0.2285500626694205}",20,6,22.635399140200285,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.003, 'e': 0.22786543992898983}",30,17,-18.41892825719142,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
495,False,"{'a': 0.003, 'e': 0.22718286797905665}",25,0,10.625889733740589,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
496,False,"{'a': 0.003, 'e': 0.22650234067646874}",25,0,-0.6139315294220149,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
497,False,"{'a': 0.003, 'e': 0.22582385189647586}",20,16,4.8889714543135865,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.003, 'e': 0.22514739553267432}",25,7,5.943210926258785,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
499,False,"{'a': 0.003, 'e': 0.22447296549695234}",25,15,9.510171628512078,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
500,False,"{'a': 0.003, 'e': 0.223800555719435}",30,13,18.728112062707073,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
501,False,"{'a': 0.003, 'e': 0.22313016014842982}",30,16,-4.761121883573476,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
502,False,"{'a': 0.003, 'e': 0.22246177275037207}",25,15,-20.650787174320914,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
503,False,"{'a': 0.003, 'e': 0.22179538750977074}",20,0,-23.648161267731506,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
504,False,"{'a': 0.003, 'e': 0.22113099842915407}",30,0,29.653735866935236,"{0: 28, 1: 2, 2: 0, 3: 0, 4: 0}",0
505,False,"{'a': 0.003, 'e': 0.22046859952901593}",30,11,20.96043106556837,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
506,False,"{'a': 0.003, 'e': 0.21980818484776168}",20,8,2.131057686516146,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
507,False,"{'a': 0.003, 'e': 0.2191497484416548}",20,0,-39.44949869065171,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",1
508,False,"{'a': 0.003, 'e': 0.21849328438476312}",20,14,11.50871529962736,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.003, 'e': 0.21783878676890578}",20,0,9.43046487022857,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
510,False,"{'a': 0.003, 'e': 0.21718624970359973}",20,0,12.381012081327908,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
511,False,"{'a': 0.003, 'e': 0.21653566731600707}",30,10,39.84481972964078,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.003, 'e': 0.2158870337508818}",20,0,-15.828449615967527,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
513,False,"{'a': 0.003, 'e': 0.21524034317051757}",25,7,-39.829164537173504,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
514,False,"{'a': 0.003, 'e': 0.21459558975469478}",25,0,-25.554873613600193,"{0: 22, 1: 0, 2: 1, 3: 2, 4: 0}",0
515,False,"{'a': 0.003, 'e': 0.21395276770062824}",20,0,26.774475879670597,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
516,False,"{'a': 0.003, 'e': 0.21331187122291523}",25,5,-19.675932581435,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
517,False,"{'a': 0.003, 'e': 0.21267289455348304}",30,14,19.941314310334544,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
518,False,"{'a': 0.003, 'e': 0.2120358319415374}",25,8,12.638348692468774,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
519,False,"{'a': 0.003, 'e': 0.21140067765351048}",25,14,9.615936943600783,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
520,False,"{'a': 0.003, 'e': 0.2107674259730094}",30,18,-23.057158273806927,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
521,False,"{'a': 0.003, 'e': 0.21013607120076472}",20,8,-22.3771095818808,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
522,False,"{'a': 0.003, 'e': 0.20950660765457932}",20,7,-12.046388843603543,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
523,False,"{'a': 0.003, 'e': 0.20887902966927693}",20,0,9.783048161585143,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
524,False,"{'a': 0.003, 'e': 0.20825333159665155}",20,5,-18.615668661293228,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
525,False,"{'a': 0.003, 'e': 0.2076295078054162}",20,14,9.401946329179788,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.003, 'e': 0.20700755268115265}",20,14,12.81005650382957,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.003, 'e': 0.20638746062626045}",30,0,33.25444329336148,"{0: 28, 1: 2, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.003, 'e': 0.20576922605990708}",20,8,20.490703041892054,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.003, 'e': 0.20515284341797715}",20,0,25.936309870215194,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
530,False,"{'a': 0.003, 'e': 0.2045383071530228}",20,0,32.884426461843326,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
531,False,"{'a': 0.003, 'e': 0.20392561173421342}",25,7,32.2503730735482,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.003, 'e': 0.20331475164728618}",20,0,-43.542316851240265,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
533,False,"{'a': 0.003, 'e': 0.2027057213944961}",20,6,24.432032267120924,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.003, 'e': 0.2020985154945669}",20,16,5.631294160538011,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.003, 'e': 0.20149312848264125}",25,2,-19.555853994919516,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 1}",1
536,False,"{'a': 0.003, 'e': 0.20088955491023208}",25,10,24.82978934543872,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.003, 'e': 0.20028778934517305}",35,17,18.417590551427644,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
538,False,"{'a': 0.003, 'e': 0.19968782637157012}",20,4,30.189173466224798,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.003, 'e': 0.1990896605897524}",25,0,10.718245383996205,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
540,False,"{'a': 0.003, 'e': 0.19849328661622387}",20,0,19.618162808660202,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
541,False,"{'a': 0.003, 'e': 0.19789869908361465}",20,15,12.02681100296762,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.003, 'e': 0.19730589264063308}",30,21,18.38991413371538,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.003, 'e': 0.19671486195201704}",25,7,-27.11908900064738,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
544,False,"{'a': 0.003, 'e': 0.19612560169848642}",20,8,-48.26728823248499,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 1}",1
545,False,"{'a': 0.003, 'e': 0.1955381065766949}",20,0,5.438861726552021,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
546,False,"{'a': 0.003, 'e': 0.1949523712991825}",30,24,11.4890956081213,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.003, 'e': 0.19436839059432767}",20,0,-20.198348138138748,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
548,False,"{'a': 0.003, 'e': 0.1937861592063002}",20,3,17.36974930941368,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
549,False,"{'a': 0.003, 'e': 0.19320567189501364}",20,3,12.914297978812748,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
550,False,"{'a': 0.003, 'e': 0.19262692343607832}",30,1,10.945045480627911,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 0}",1
551,False,"{'a': 0.003, 'e': 0.19204990862075408}",20,0,6.824733324380579,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
