trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.003, 'e': 0.579262231380782}",20,0,-108.57126357432055,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
184,False,"{'a': 0.003, 'e': 0.5775270487619547}",20,1,-97.41274659404311,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 1}",1
185,False,"{'a': 0.003, 'e': 0.5757970638904645}",20,7,-8.494834621550808,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
186,False,"{'a': 0.003, 'e': 0.574072261196436}",25,0,-114.62219525416855,"{0: 18, 1: 2, 2: 1, 3: 2, 4: 2}",0
187,False,"{'a': 0.003, 'e': 0.5723526251566332}",25,0,-103.09688637304934,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
188,False,"{'a': 0.003, 'e': 0.5706381402943203}",30,0,-69.91958060982033,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
189,False,"{'a': 0.003, 'e': 0.5689287911791218}",20,0,-78.03854603066031,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
190,False,"{'a': 0.003, 'e': 0.5672245624268841}",20,9,-28.571549816555613,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
191,False,"{'a': 0.003, 'e': 0.5655254386995371}",25,0,-32.9228827147808,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
192,False,"{'a': 0.003, 'e': 0.5638314047049556}",20,0,-70.52036349972,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
193,False,"{'a': 0.003, 'e': 0.5621424451968224}",20,0,-110.06230092717487,"{0: 13, 1: 1, 2: 2, 3: 3, 4: 1}",0
194,False,"{'a': 0.003, 'e': 0.5604585449744904}",20,0,-34.053670058971115,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
195,False,"{'a': 0.003, 'e': 0.5587796888828463}",20,13,1.8623025221146932,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.003, 'e': 0.5571058618121739}",20,1,21.1908648009038,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.003, 'e': 0.5554370486980182}",20,9,-22.800388416590017,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
198,False,"{'a': 0.003, 'e': 0.5537732345210501}",25,9,-45.2786663378525,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
199,False,"{'a': 0.003, 'e': 0.5521144043069306}",20,0,-18.262496604196407,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
200,False,"{'a': 0.003, 'e': 0.5504605431261766}",25,17,4.03733170260452,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.003, 'e': 0.5488116360940265}",20,0,-45.69899838957174,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
202,False,"{'a': 0.003, 'e': 0.5471676683703055}",30,0,-37.507336570018325,"{0: 24, 1: 0, 2: 5, 3: 1, 4: 0}",0
203,False,"{'a': 0.003, 'e': 0.5455286251592933}",30,0,-105.05647815899214,"{0: 21, 1: 1, 2: 5, 3: 2, 4: 1}",0
204,False,"{'a': 0.003, 'e': 0.5438944917095899}",25,0,-121.29682614266615,"{0: 17, 1: 0, 2: 4, 3: 3, 4: 1}",0
205,False,"{'a': 0.003, 'e': 0.5422652533139832}",25,0,-18.291883343854852,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",1
206,False,"{'a': 0.003, 'e': 0.5406408953093166}",20,0,-39.63342673238761,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
207,False,"{'a': 0.003, 'e': 0.539021403076357}",30,13,7.322180971001752,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
208,False,"{'a': 0.003, 'e': 0.5374067620396636}",25,11,-12.121086115758981,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
209,False,"{'a': 0.003, 'e': 0.535796957667456}",25,1,-44.612094903563666,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 0}",1
210,False,"{'a': 0.003, 'e': 0.5341919754714841}",25,4,-77.32383977428793,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 1}",1
211,False,"{'a': 0.003, 'e': 0.5325918010068972}",30,0,-92.68622098368601,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
212,False,"{'a': 0.003, 'e': 0.5309964198721143}",35,13,4.422437800497288,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
213,False,"{'a': 0.003, 'e': 0.5294058177086945}",20,0,-100.99281210905312,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
214,False,"{'a': 0.003, 'e': 0.5278199802012077}",25,11,-40.670523646798756,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
215,False,"{'a': 0.003, 'e': 0.5262388930771054}",25,13,-23.782313344117316,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
216,False,"{'a': 0.003, 'e': 0.5246625421065929}",20,0,-39.65943604594083,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
217,False,"{'a': 0.003, 'e': 0.5230909131025008}",25,0,-33.942390083471636,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
218,False,"{'a': 0.003, 'e': 0.5215239919201575}",20,5,-31.037105028821035,"{0: 11, 1: 2, 2: 0, 3: 2, 4: 0}",1
219,False,"{'a': 0.003, 'e': 0.5199617644572618}",20,14,-10.229710644968366,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
220,False,"{'a': 0.003, 'e': 0.5184042166537559}",20,0,-35.331644262144444,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
221,False,"{'a': 0.003, 'e': 0.5168513344916992}",20,0,-5.633226477344297,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
222,False,"{'a': 0.003, 'e': 0.5153031039951417}",25,0,-45.60440358192668,"{0: 18, 1: 4, 2: 1, 3: 2, 4: 0}",0
223,False,"{'a': 0.003, 'e': 0.5137595112299983}",20,2,-22.56441194491254,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
224,False,"{'a': 0.003, 'e': 0.512220542303924}",25,13,-22.517597170805526,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
225,False,"{'a': 0.003, 'e': 0.5106861833661879}",25,18,-2.324644328061852,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.003, 'e': 0.5091564206075492}",20,4,-42.607818533358596,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 0}",1
227,False,"{'a': 0.003, 'e': 0.5076312402601327}",25,0,-177.30105818027025,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 4}",0
228,False,"{'a': 0.003, 'e': 0.5061106285973052}",20,0,-37.33642004382621,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
229,False,"{'a': 0.003, 'e': 0.5045945719335512}",20,10,6.391711746017032,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.003, 'e': 0.5030830566243506}",20,1,-9.32977014139905,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
231,False,"{'a': 0.003, 'e': 0.5015760690660555}",35,21,-21.691095269804308,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
232,False,"{'a': 0.003, 'e': 0.5000735956957676}",20,6,-15.241679334385669,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
233,False,"{'a': 0.003, 'e': 0.4985756229912165}",25,0,-33.393189573943495,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
234,False,"{'a': 0.003, 'e': 0.4970821374706377}",20,0,-148.78145766702715,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
235,False,"{'a': 0.003, 'e': 0.4955931256926514}",25,0,-74.7844674897058,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 2}",0
236,False,"{'a': 0.003, 'e': 0.4941085742561417}",20,0,-33.22465278343848,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
237,False,"{'a': 0.003, 'e': 0.49262846980013547}",20,0,-75.00462216166828,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
238,False,"{'a': 0.003, 'e': 0.4911527990036827}",30,10,-41.8444310503961,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",1
239,False,"{'a': 0.003, 'e': 0.4896815485857362}",20,0,-19.186747480001355,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
240,False,"{'a': 0.003, 'e': 0.4882147053050323}",30,0,-46.76327911908728,"{0: 21, 1: 2, 2: 7, 3: 0, 4: 0}",0
241,False,"{'a': 0.003, 'e': 0.4867522559599717}",25,0,-42.71500152807988,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
242,False,"{'a': 0.003, 'e': 0.4852941873885002}",25,0,2.6544760848357374,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",1
243,False,"{'a': 0.003, 'e': 0.483840486467991}",20,11,2.854454404538645,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 0.003, 'e': 0.4823911401151259}",20,11,15.95269816869428,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.003, 'e': 0.480946135285778}",20,0,13.92768796843984,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
246,False,"{'a': 0.003, 'e': 0.4795054589748941}",25,0,-85.18999867583557,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
247,False,"{'a': 0.003, 'e': 0.4780690982163776}",20,6,-61.710488751911,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
248,False,"{'a': 0.003, 'e': 0.47663704008297203}",20,8,-1.9009840809486604,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
249,False,"{'a': 0.003, 'e': 0.47520927168614446}",25,0,-94.01236472787586,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
250,False,"{'a': 0.003, 'e': 0.4737857801759698}",25,8,-67.307784877506,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 2}",1
251,False,"{'a': 0.003, 'e': 0.4723665527410147}",25,14,-1.6425838898136798,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
252,False,"{'a': 0.003, 'e': 0.4709515766082228}",25,0,-4.418943993473295,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
253,False,"{'a': 0.003, 'e': 0.46954083904279925}",30,0,-97.47073337147296,"{0: 22, 1: 0, 2: 5, 3: 2, 4: 1}",0
254,False,"{'a': 0.003, 'e': 0.4681343273480965}",30,0,-119.79205712793714,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 2}",0
255,False,"{'a': 0.003, 'e': 0.46673202886549986}",25,0,-61.201510779078504,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 2}",0
256,False,"{'a': 0.003, 'e': 0.4653339309743134}",35,0,-126.28333806178537,"{0: 28, 1: 0, 2: 3, 3: 1, 4: 3}",0
257,False,"{'a': 0.003, 'e': 0.4639400210916467}",30,4,-65.97281572316801,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 2}",1
258,False,"{'a': 0.003, 'e': 0.4625502866723014}",20,12,14.609289387691506,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.003, 'e': 0.4611647152086584}",20,1,3.859871835419444,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.003, 'e': 0.4597832942305652}",20,0,-30.650644663193123,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
261,False,"{'a': 0.003, 'e': 0.4584060113052235}",30,0,-92.47652190138002,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 3}",0
262,False,"{'a': 0.003, 'e': 0.4570328540370779}",20,0,-65.43609286510451,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
263,False,"{'a': 0.003, 'e': 0.4556638100677035}",25,6,0.5160937811415209,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
264,False,"{'a': 0.003, 'e': 0.4542988670756955}",20,0,4.565953868994686,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
265,False,"{'a': 0.003, 'e': 0.4529380127765577}",20,7,-31.8725361697998,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
266,False,"{'a': 0.003, 'e': 0.4515812349225922}",25,8,-30.808495140895413,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
267,False,"{'a': 0.003, 'e': 0.45022852130278923}",20,5,23.933956738116102,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.003, 'e': 0.448879859742717}",30,0,-172.08430087774732,"{0: 21, 1: 1, 2: 3, 3: 2, 4: 3}",1
269,False,"{'a': 0.003, 'e': 0.44753523810441237}",25,8,2.5947043696704917,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
270,False,"{'a': 0.003, 'e': 0.44619464428627154}",20,8,22.005695018997915,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.003, 'e': 0.4448580662229411}",25,4,-6.879597377501976,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 0}",1
272,False,"{'a': 0.003, 'e': 0.4435254918852095}",20,0,-12.48250452746369,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
273,False,"{'a': 0.003, 'e': 0.44219690927989863}",25,0,-151.8171027160021,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 3}",0
274,False,"{'a': 0.003, 'e': 0.4408723064497561}",25,0,-68.14309466355402,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
275,False,"{'a': 0.003, 'e': 0.43955167147334756}",25,0,-26.827827849357327,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
276,False,"{'a': 0.003, 'e': 0.4382349924649492}",20,12,15.463391554477905,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.003, 'e': 0.43692225757444114}",25,3,-42.32041445366311,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
278,False,"{'a': 0.003, 'e': 0.43561345498720044}",25,8,-30.49096577878607,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 0}",1
279,False,"{'a': 0.003, 'e': 0.4343085729239951}",20,5,-78.87979411835795,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 1}",1
280,False,"{'a': 0.003, 'e': 0.43300759964087765}",30,0,-36.46969777856634,"{0: 21, 1: 5, 2: 4, 3: 0, 4: 0}",0
281,False,"{'a': 0.003, 'e': 0.43171052342907973}",25,10,-31.164079263965554,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 0}",1
282,False,"{'a': 0.003, 'e': 0.43041733261490667}",25,14,-17.91599018940588,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
283,False,"{'a': 0.003, 'e': 0.42912801555963254}",25,11,-25.021918268762562,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
284,False,"{'a': 0.003, 'e': 0.427842560659395}",25,5,-63.63685485921628,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",1
285,False,"{'a': 0.003, 'e': 0.4265609563450914}",30,0,-71.46252272727047,"{0: 21, 1: 1, 2: 6, 3: 2, 4: 0}",1
286,False,"{'a': 0.003, 'e': 0.42528319108227414}",20,1,-32.31463539504896,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 0}",1
287,False,"{'a': 0.003, 'e': 0.4240092533710473}",20,9,10.090764848222413,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.003, 'e': 0.42273913174596284}",20,0,-7.076855491374692,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
289,False,"{'a': 0.003, 'e': 0.42147281477591764}",20,3,15.300295844961322,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.003, 'e': 0.4202102910640503}",35,24,3.7638558213048032,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
291,False,"{'a': 0.003, 'e': 0.418951549247639}",20,0,-8.472877039849811,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
292,False,"{'a': 0.003, 'e': 0.4176965779979988}",25,12,18.516849844007137,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.003, 'e': 0.41644536602038007}",35,0,-52.81068022611692,"{0: 27, 1: 1, 2: 6, 3: 1, 4: 0}",0
294,False,"{'a': 0.003, 'e': 0.4151979020538666}",30,0,-128.73233875856587,"{0: 22, 1: 2, 2: 3, 3: 0, 4: 3}",0
295,False,"{'a': 0.003, 'e': 0.4139541748712741}",20,0,-20.630839782879118,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
296,False,"{'a': 0.003, 'e': 0.4127141732790497}",20,0,16.593582362732665,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
297,False,"{'a': 0.003, 'e': 0.41147788611717057}",25,4,-41.69685199752237,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 1}",1
298,False,"{'a': 0.003, 'e': 0.410245302259044}",20,0,-8.945870391031582,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
299,False,"{'a': 0.003, 'e': 0.4090164106114069}",20,9,-5.051513699136315,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
300,False,"{'a': 0.003, 'e': 0.4077912001142262}",25,6,-18.494188617970433,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
301,False,"{'a': 0.003, 'e': 0.4065696597405991}",30,4,11.505110845699008,"{0: 22, 1: 2, 2: 2, 3: 0, 4: 0}",1
302,False,"{'a': 0.003, 'e': 0.405351778496654}",20,3,7.450665743456122,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
303,False,"{'a': 0.003, 'e': 0.4041375454214515}",20,13,-9.166645090431238,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
304,False,"{'a': 0.003, 'e': 0.40292694958688574}",20,0,-34.22272141426248,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
305,False,"{'a': 0.003, 'e': 0.401719980097586}",25,0,3.844144830323725,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
306,False,"{'a': 0.003, 'e': 0.4005166260908188}",30,20,-4.433447619772012,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
307,False,"{'a': 0.003, 'e': 0.3993168767363899}",20,0,6.361735959500792,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
308,False,"{'a': 0.003, 'e': 0.39812072123654696}",25,0,-40.942866365826525,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
309,False,"{'a': 0.003, 'e': 0.39692814882588245}",25,0,-11.741869517763508,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
310,False,"{'a': 0.003, 'e': 0.3957391487712367}",25,0,-3.2250916898927353,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",1
311,False,"{'a': 0.003, 'e': 0.3945537103716011}",25,0,-64.92487806458098,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
312,False,"{'a': 0.003, 'e': 0.3933718229580221}",25,0,-56.53502202989162,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
313,False,"{'a': 0.003, 'e': 0.39219347589350495}",25,0,-11.449145492145048,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
314,False,"{'a': 0.003, 'e': 0.3910186585729182}",25,12,8.09999882497164,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
315,False,"{'a': 0.003, 'e': 0.38984736042289797}",25,0,-5.94767991542327,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
316,False,"{'a': 0.003, 'e': 0.388679570901753}",25,5,4.282953858246421,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
317,False,"{'a': 0.003, 'e': 0.3875152794993697}",35,22,1.7082361487929056,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
318,False,"{'a': 0.003, 'e': 0.3863544757371177}",20,11,-20.05606002863994,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
319,False,"{'a': 0.003, 'e': 0.38519714916775516}",25,9,-43.306215749851674,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
320,False,"{'a': 0.003, 'e': 0.3840432893753353}",30,18,-76.53333010976883,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
321,False,"{'a': 0.003, 'e': 0.38289288597511206}",25,0,-87.86377731306206,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 2}",0
322,False,"{'a': 0.003, 'e': 0.3817459286134471}",20,1,1.6804296134578092,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
323,False,"{'a': 0.003, 'e': 0.38060240696771647}",20,1,-58.60928380525951,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 1}",1
324,False,"{'a': 0.003, 'e': 0.37946231074621756}",30,8,-6.921265864070533,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 0}",1
325,False,"{'a': 0.003, 'e': 0.3783256296880768}",25,13,22.579700068388938,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.003, 'e': 0.37719235356315695}",30,0,14.585202258392563,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 0}",0
327,False,"{'a': 0.003, 'e': 0.37606247217196515}",20,3,0.9915245134079117,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
328,False,"{'a': 0.003, 'e': 0.37493597534556133}",30,6,-45.38540139822825,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 0}",1
329,False,"{'a': 0.003, 'e': 0.3738128529454665}",30,16,-14.699391829468674,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
330,False,"{'a': 0.003, 'e': 0.3726930948635714}",20,8,15.671655623424336,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.003, 'e': 0.3715766910220457}",25,0,-45.430906749412,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
332,False,"{'a': 0.003, 'e': 0.37046363137324734}",20,4,-11.8635259063119,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
333,False,"{'a': 0.003, 'e': 0.369353905899632}",25,11,-50.30575061455952,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
334,False,"{'a': 0.003, 'e': 0.3682475046136629}",20,2,-68.40992676930703,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 1}",1
335,False,"{'a': 0.003, 'e': 0.36714441755772104}",35,8,-41.609923340581666,"{0: 19, 1: 1, 2: 7, 3: 0, 4: 0}",1
336,False,"{'a': 0.003, 'e': 0.36604463480401533}",20,0,-5.223595276293318,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
337,False,"{'a': 0.003, 'e': 0.36494814645449375}",20,5,-30.11114980496567,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
338,False,"{'a': 0.003, 'e': 0.3638549426407535}",25,0,-73.11732134232736,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
339,False,"{'a': 0.003, 'e': 0.36276501352395324}",25,17,7.349070860735859,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.003, 'e': 0.36167834929472326}",20,11,18.231158384820656,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.003, 'e': 0.3605949401730783}",25,0,1.836992311619254,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
342,False,"{'a': 0.003, 'e': 0.35951477640832885}",20,0,-23.230236139361867,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
343,False,"{'a': 0.003, 'e': 0.3584378482789939}",25,13,-38.86490642625364,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
344,False,"{'a': 0.003, 'e': 0.3573641460927129}",20,12,14.295431741529757,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.003, 'e': 0.3562936601861588}",20,14,0.29802860229859984,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
346,False,"{'a': 0.003, 'e': 0.3552263809249515}",20,0,-26.50966559240112,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
347,False,"{'a': 0.003, 'e': 0.35416229870357024}",35,0,-4.303119522557406,"{0: 30, 1: 1, 2: 4, 3: 0, 4: 0}",0
348,False,"{'a': 0.003, 'e': 0.353101403945268}",20,0,4.291196182711301,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
349,False,"{'a': 0.003, 'e': 0.3520436871019846}",30,0,33.74538826035264,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
350,False,"{'a': 0.003, 'e': 0.35098913865426146}",25,0,0.23482626907498605,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
351,False,"{'a': 0.003, 'e': 0.3499377491111553}",35,21,8.274620633676463,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.003, 'e': 0.34888950901015336}",20,0,-63.40851498737876,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
353,False,"{'a': 0.003, 'e': 0.3478444089170874}",20,15,9.30757877360392,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.003, 'e': 0.34680243942604977}",20,13,13.29774190390371,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.003, 'e': 0.34576359115930777}",35,21,26.16896267761326,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.003, 'e': 0.3447278547672202}",20,0,19.967724280039707,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
357,False,"{'a': 0.003, 'e': 0.34369522092815236}",30,11,-40.759931592336834,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
358,False,"{'a': 0.003, 'e': 0.3426656803483929}",20,12,-11.681508724749518,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
359,False,"{'a': 0.003, 'e': 0.34163922376206945}",25,17,8.23710053209632,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.003, 'e': 0.3406158419310661}",25,0,17.316145552062274,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",0
361,False,"{'a': 0.003, 'e': 0.3395955256449391}",20,9,-5.6411451225619995,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
362,False,"{'a': 0.003, 'e': 0.3385782657208353}",25,0,-89.42157499146262,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
363,False,"{'a': 0.003, 'e': 0.33756405300340836}",25,0,-62.17963187407834,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
364,False,"{'a': 0.003, 'e': 0.336552878364737}",30,9,10.945475042048903,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
365,False,"{'a': 0.003, 'e': 0.3355447327042427}",20,6,-1.1278618489343117,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
366,False,"{'a': 0.003, 'e': 0.3345396069486076}",25,0,-15.477544639960803,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
